,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Bournemouth,Benik Afobe,9,COD,AM,90,1,0,0,0,1,1,0,0,3,1,0,2,0,0,0,,,,,,
1,Bournemouth,Joshua King,17,NOR,FW,69,0,0,0,0,2,0,0,0,2,3,0,0,1,1,0,,,,,,
2,Bournemouth,Lewis Grabban,28,ENG,"FW,MF",21,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,,,,,,
3,Bournemouth,Max Gradel,10,CIV,DM,84,0,0,0,0,1,0,0,0,0,3,0,10,2,2,0,,,,,,
4,Bournemouth,Marc Pugh,7,ENG,"FW,MF",6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,
5,Bournemouth,Harry Arter,8,IRL,DM,65,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
6,Bournemouth,Dan Gosling,4,ENG,"DF,MF",25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
7,Bournemouth,Andrew Surman,6,ENG,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,
8,Bournemouth,Matt Ritchie,30,SCO,DM,90,0,1,0,0,2,1,0,0,3,1,1,8,1,2,0,,,,,,
9,Bournemouth,Charlie Daniels,11,ENG,LB,90,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,,,,,,
10,Bournemouth,Steve Cook,3,ENG,CB,90,1,0,0,0,1,1,0,0,2,2,0,0,0,1,0,,,,,,
11,Bournemouth,Simon Francis,2,ENG,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,,,,
12,Bournemouth,Adam Smith,15,ENG,RB,90,0,0,0,0,0,0,0,0,0,2,0,2,2,3,0,,,,,,
13,Bournemouth,Artur Boruc,1,POL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.0,0.0,1.0,100.0
0,Southampton,Charlie Austin,10,ENG,FW,59,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,,,,,,
1,Southampton,Graziano Pellè,19,ITA,FW,31,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,,,,,
2,Southampton,Sadio Mané,10,SEN,AM,90,0,0,0,0,2,1,0,0,2,2,2,1,1,1,0,,,,,,
3,Southampton,Shane Long,7,IRL,FW,69,0,0,0,0,1,0,0,0,3,1,1,0,0,1,0,,,,,,
4,Southampton,Dušan Tadić,11,SRB,"FW,MF",21,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,,,,,
5,Southampton,Oriol Romeu,14,ESP,DM,90,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,,,,,,
6,Southampton,James Ward-Prowse,16,ENG,DM,90,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,,
7,Southampton,Ryan Bertrand,21,ENG,DM,90,0,0,0,0,0,0,0,0,1,3,0,4,1,1,0,,,,,,
8,Southampton,Cédric Soares,2,POR,DM,90,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,,,,,,
9,Southampton,Maya Yoshida,3,JPN,CB,34,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,
10,Southampton,Steven Davis,8,NIR,MF,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
11,Southampton,José Fonte,6,POR,CB,90,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,,,,,,
12,Southampton,Virgil van Dijk,17,NED,CB,90,0,0,0,0,1,0,0,0,2,2,0,0,2,2,0,,,,,,
13,Southampton,Fraser Forster,1,ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.0,2.0,2.0,50.0
