,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Stoke City,Bojan Krkić,27,ESP,FW,90,1,1,0,0,5,2,1,0,2,4,0,0,3,2,0,,,,,,
1,Stoke City,Marko Arnautović,10,AUT,AM,90,1,0,0,0,3,1,0,0,1,0,2,0,1,3,0,,,,,,
2,Stoke City,Xherdan Shaqiri,22,SUI,AM,64,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,,,,,,
3,Stoke City,Mame Biram Diouf,18,SEN,"FW,MF",26,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,,,,,,
4,Stoke City,Ibrahim Afellay,14,NED,AM,90,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,,,,,,
5,Stoke City,Glenn Whelan,6,IRL,DM,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,
6,Stoke City,Marco van Ginkel,15,NED,MF,45,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,,,,,,
7,Stoke City,Geoff Cameron,20,USA,DM,74,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,,,,,,
8,Stoke City,Charlie Adam,16,SCO,MF,16,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,,,
9,Stoke City,Erik Pieters,3,NED,LB,90,0,0,0,0,1,0,0,0,2,1,0,1,4,1,0,,,,,,
10,Stoke City,Philipp Wollscheid,26,GER,CB,90,0,0,0,0,0,0,0,0,2,2,0,0,2,3,0,,,,,,
11,Stoke City,Ryan Shawcross,17,ENG,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,
12,Stoke City,Glen Johnson,8,ENG,RB,90,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,,,,,,
13,Stoke City,Jack Butland,1,ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.0,0.0,6.0,100.0
0,Manchester Utd,Anthony Martial,11,FRA,FW,90,0,0,0,0,2,1,0,0,0,1,0,3,0,0,0,,,,,,
1,Manchester Utd,Memphis Depay,7,NED,AM,45,0,0,0,0,2,1,0,0,1,1,0,3,0,0,0,,,,,,
2,Manchester Utd,Wayne Rooney,10,ENG,"FW,MF",45,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,,,,,,
3,Manchester Utd,Marouane Fellaini,27,BEL,AM,90,0,0,0,0,3,2,0,0,2,1,0,0,1,1,0,,,,,,
4,Manchester Utd,Juan Mata,8,ESP,AM,90,0,0,0,0,1,1,0,0,1,1,0,3,0,0,0,,,,,,
5,Manchester Utd,Ander Herrera,21,ESP,DM,81,0,0,0,0,3,1,0,0,1,4,0,2,1,0,0,,,,,,
6,Manchester Utd,Andreas Pereira,44,BRA,MF,9,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,
7,Manchester Utd,Michael Carrick,16,ENG,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
8,Manchester Utd,Daley Blind,17,NED,CB,90,0,0,0,0,0,0,0,0,1,0,0,8,3,3,0,,,,,,
9,Manchester Utd,Chris Smalling,12,ENG,CB,90,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,,,,,,
10,Manchester Utd,Phil Jones,4,ENG,RB,90,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,,,,,,
11,Manchester Utd,Ashley Young,18,ENG,LB,90,0,0,0,0,0,0,1,0,3,1,0,4,2,4,0,,,,,,
12,Manchester Utd,David de Gea,1,ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.0,2.0,1.0,33.3
