,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Leicester City,Jamie Vardy,9,ENG,FW,90,1,0,1,1,3,2,0,0,2,1,3,1,2,1,0,,,,,,
1,Leicester City,Riyad Mahrez,26,ALG,AM,83,0,0,0,0,2,1,0,0,0,2,0,6,1,1,0,,,,,,
2,Leicester City,Nathan Dyer,24,ENG,"FW,MF",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3,Leicester City,Jeffrey Schlupp,15,GHA,DM,45,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,,,,,,
4,Leicester City,Shinji Okazaki,20,JPN,"FW,MF",45,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,,,,,,
5,Leicester City,Danny Drinkwater,4,ENG,DM,89,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,
6,Leicester City,Andy King,10,WAL,MF,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
7,Leicester City,N'Golo Kanté,14,FRA,DM,90,1,0,0,0,1,1,0,0,3,1,0,0,1,9,0,,,,,,
8,Leicester City,Marc Albrighton,11,ENG,DM,90,0,0,0,0,4,2,0,0,0,0,0,9,1,3,0,,,,,,
9,Leicester City,Christian Fuchs,28,AUT,LB,90,0,0,0,0,0,0,0,0,1,0,0,6,2,3,0,,,,,,
10,Leicester City,Robert Huth,6,GER,CB,90,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,,,,,,
11,Leicester City,Wes Morgan,5,JAM,CB,90,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,,,,,,
12,Leicester City,Danny Simpson,17,ENG,RB,90,0,0,0,0,0,0,0,0,1,0,0,2,1,3,0,,,,,,
13,Leicester City,Kasper Schmeichel,1,DEN,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.0,1.0,3.0,100.0
0,Watford,Troy Deeney,9,ENG,FW,90,1,0,1,1,2,2,0,0,1,1,0,0,1,1,0,,,,,,
1,Watford,Odion Ighalo,24,NGA,FW,90,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,,,,,,
2,Watford,Almen Abdi,22,SUI,LM,90,0,0,0,0,2,1,0,0,1,2,0,1,1,2,0,,,,,,
3,Watford,Étienne Capoue,29,FRA,CM,69,0,0,0,0,2,1,0,0,1,0,0,0,2,3,0,,,,,,
4,Watford,Juan Carlos Paredes,14,ECU,"DF,MF",21,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,,,,,
5,Watford,Ben Watson,23,ENG,CM,90,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,,,,,,
6,Watford,Ikechi Anya,21,SCO,RM,90,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,,,,,,
7,Watford,Nathan Aké,16,NED,LB,90,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,,,,,,
8,Watford,Miguel Britos,3,URU,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,,,,,,
9,Watford,Craig Cathcart,15,NIR,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,,,,,,
10,Watford,Allan Nyom,2,CMR,RB,75,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,,,,,,
11,Watford,Alessandro Diamanti,32,ITA,"FW,MF",15,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,
12,Watford,Heurelho Gomes,1,BRA,GK,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,5.0,2.0,4.0,80.0
