,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Southampton,Charlie Austin,10,ENG,FW,78,0,0,0,0,2,0,0,0,0,3,1,1,1,0,0,,,,,,
1,Southampton,Sadio Mané,10,SEN,"FW,MF",12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,
2,Southampton,Shane Long,7,IRL,FW,68,1,0,0,0,2,1,0,0,0,2,1,3,0,2,0,,,,,,
3,Southampton,Graziano Pellè,19,ITA,FW,22,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,,,,,,
4,Southampton,Oriol Romeu,14,ESP,CM,90,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,,,,,,
5,Southampton,Jordy Clasie,4,NED,CM,90,0,0,0,0,1,0,1,0,1,0,0,1,2,4,0,,,,,,
6,Southampton,Steven Davis,8,NIR,CM,90,0,0,0,0,0,0,1,0,1,1,0,8,0,4,0,,,,,,
7,Southampton,Matt Targett,33,ENG,CB,88,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,,,,,,
8,Southampton,James Ward-Prowse,16,ENG,MF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9,Southampton,Cédric Soares,2,POR,RB,90,0,0,0,0,0,0,0,0,1,1,0,6,3,1,0,,,,,,
10,Southampton,Ryan Bertrand,21,ENG,LB,90,0,0,0,0,0,0,1,0,2,0,0,4,0,3,0,,,,,,
11,Southampton,José Fonte,6,POR,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,
12,Southampton,Virgil van Dijk,17,NED,CB,90,0,0,0,0,1,0,0,0,1,2,0,1,3,1,0,,,,,,
13,Southampton,Fraser Forster,1,ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.0,2.0,2.0,50.0
0,Chelsea,Diego Costa,19,ESP,FW,90,0,1,0,0,4,0,1,0,2,1,0,0,1,0,0,,,,,,
1,Chelsea,Pedro,11,ESP,AM,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2,Chelsea,Oscar,8,BRA,MF,84,0,0,0,0,2,2,0,0,0,0,0,3,0,1,0,,,,,,
3,Chelsea,Willian,22,BRA,AM,90,0,1,0,0,1,0,0,0,3,4,0,5,1,0,0,,,,,,
4,Chelsea,Eden Hazard,10,BEL,AM,89,0,0,0,0,2,0,0,0,0,1,1,4,1,0,0,,,,,,
5,Chelsea,Nemanja Matić,21,SRB,MF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6,Chelsea,John Obi Mikel,12,NGA,DM,90,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,,,,,,
7,Chelsea,Cesc Fàbregas,4,ESP,DM,90,1,0,0,0,2,1,0,0,1,1,0,4,4,1,0,,,,,,
8,Chelsea,Baba Rahman,6,GHA,LB,45,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,,,,,,
9,Chelsea,Kenedy,16,BRA,"FW,MF",45,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,,,,,,
10,Chelsea,Branislav Ivanović,2,SRB,CB,90,1,0,0,0,1,1,0,0,2,2,0,0,1,2,0,,,,,,
11,Chelsea,Gary Cahill,24,ENG,CB,90,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,
12,Chelsea,César Azpilicueta,28,ESP,RB,90,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,,,,,,
13,Chelsea,Thibaut Courtois,13,BEL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.0,1.0,1.0,50.0
