,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Norwich City,Cameron Jerome,10,ENG,FW,90,0,0,0,0,5,1,0,0,3,1,0,1,0,1,0,,,,,,
1,Norwich City,Wes Hoolahan,14,IRL,LM,90,0,1,0,0,0,0,0,0,1,2,0,6,2,1,0,,,,,,
2,Norwich City,Jonny Howson,8,ENG,CM,90,0,0,0,0,2,0,1,0,1,1,0,1,2,3,0,,,,,,
3,Norwich City,Alexander Tettey,27,NOR,CM,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
4,Norwich City,Gary O'Neil,28,ENG,MF,55,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,,,,,,
5,Norwich City,Nathan Redmond,22,ENG,CM,90,1,0,0,0,3,1,0,0,2,1,1,3,1,0,0,,,,,,
6,Norwich City,Robbie Brady,12,IRL,LB,90,0,0,0,0,1,0,0,0,1,0,0,9,1,1,0,,,,,,
7,Norwich City,Timm Klose,15,SUI,CB,90,0,0,0,0,1,0,1,0,1,0,0,0,0,4,0,,,,,,
8,Norwich City,Russell Martin,5,SCO,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,,,,,,
9,Norwich City,Ryan Bennett,24,ENG,CB,60,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,,,,,,
10,Norwich City,Dieumerci Mbokani,9,COD,FW,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
11,Norwich City,Ivo Pinto,25,POR,RB,90,0,0,0,0,0,0,0,0,2,0,2,5,1,0,0,,,,,,
12,Norwich City,John Ruddy,1,ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.0,2.0,0.0,0.0
0,Chelsea,Diego Costa,19,ESP,FW,90,1,0,0,0,2,1,0,0,0,2,1,0,0,1,0,,,,,,
1,Chelsea,Eden Hazard,10,BEL,AM,90,0,1,0,0,0,0,0,0,0,4,1,2,1,1,0,,,,,,
2,Chelsea,Oscar,8,BRA,AM,59,0,0,0,0,1,0,1,0,2,2,0,0,4,0,0,,,,,,
3,Chelsea,John Obi Mikel,12,NGA,MF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
4,Chelsea,Bertrand Traoré,14,BFA,AM,59,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,,,,,,
5,Chelsea,Willian,22,BRA,"FW,MF",31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,
6,Chelsea,Nemanja Matić,21,SRB,DM,90,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,,,,,,
7,Chelsea,Cesc Fàbregas,4,ESP,DM,90,0,0,0,0,1,0,1,0,1,1,0,4,3,1,0,,,,,,
8,Chelsea,Kenedy,16,BRA,LB,68,1,0,0,0,1,1,0,0,0,3,0,0,1,3,0,,,,,,
9,Chelsea,Baba Rahman,6,GHA,"DF,MF",22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,,,,
10,Chelsea,Branislav Ivanović,2,SRB,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,,,,,,
11,Chelsea,Gary Cahill,24,ENG,CB,90,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,,,,,,
12,Chelsea,César Azpilicueta,28,ESP,RB,90,0,0,0,0,0,0,0,0,1,2,0,2,1,4,0,,,,,,
13,Chelsea,Thibaut Courtois,13,BEL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.0,1.0,2.0,66.7
