,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Stoke City,Mame Biram Diouf,18,SEN,FW,90,0,0,0,0,3,1,1,0,3,0,0,1,0,0,0,,,,,,
1,Stoke City,Marko Arnautović,10,AUT,AM,75,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,,,,,,
2,Stoke City,Joselu,11,ESP,FW,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,
3,Stoke City,Xherdan Shaqiri,22,SUI,AM,61,0,0,0,0,1,0,0,0,0,2,0,6,1,1,0,,,,,,
4,Stoke City,Peter Odemwingie,9,NGA,FW,29,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,,,,,,
5,Stoke City,Giannelli Imbula,21,COD,DM,90,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,,,,,,
6,Stoke City,Glenn Whelan,6,IRL,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,
7,Stoke City,Ibrahim Afellay,14,NED,AM,61,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0,,,,,,
8,Stoke City,Stephen Ireland,7,IRL,MF,29,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,,,,
9,Stoke City,Erik Pieters,3,NED,LB,90,0,0,0,0,0,0,0,0,3,1,0,13,1,1,0,,,,,,
10,Stoke City,Marc Muniesa,5,ESP,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,,,,,,
11,Stoke City,Philipp Wollscheid,26,GER,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,,,,,,
12,Stoke City,Glen Johnson,8,ENG,RB,90,0,0,0,0,1,1,0,0,0,0,1,2,1,2,0,,,,,,
13,Stoke City,Jack Butland,1,ENG,GK,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,5.0,3.0,3.0,60.0
0,Everton,Romelu Lukaku,10,BEL,FW,75,1,0,1,1,4,3,0,0,2,1,0,0,1,0,0,,,,,,
1,Everton,Arouna Koné,9,CIV,FW,15,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,,,,,,
2,Everton,Tom Cleverley,15,ENG,AM,90,0,2,0,0,0,0,0,0,0,1,0,5,3,1,0,,,,,,
3,Everton,Ross Barkley,20,ENG,AM,86,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,,,,,,
4,Everton,Kevin Mirallas,11,BEL,"FW,MF",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5,Everton,Aaron Lennon,12,ENG,AM,90,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,,,,,,
6,Everton,Gareth Barry,18,ENG,DM,90,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,,,,,,
7,Everton,James McCarthy,16,IRL,DM,89,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,,,,,,
8,Everton,Leon Osman,21,ENG,MF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9,Everton,Bryan Oviedo,8,CRC,LB,90,0,0,0,0,0,0,0,0,2,1,0,3,4,4,0,,,,,,
10,Everton,Ramiro Funes Mori,25,ARG,CB,90,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,,,,,,
11,Everton,Phil Jagielka,6,ENG,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,,,,,,
12,Everton,Séamus Coleman,23,IRL,RB,90,1,0,0,0,1,1,0,0,1,3,0,0,1,2,0,,,,,,
13,Everton,Joel Robles,1,ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.0,0.0,3.0,100.0
