,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Chelsea,Diego Costa,19,ESP,FW,90,2,0,0,0,4,2,1,0,3,3,0,1,1,0,0,,,,,,
1,Chelsea,Pedro,11,ESP,AM,74,0,0,0,0,1,0,0,0,0,1,2,4,3,1,0,,,,,,
2,Chelsea,Eden Hazard,10,BEL,"FW,MF",16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,
3,Chelsea,Oscar,8,BRA,AM,90,0,0,0,1,2,0,0,0,1,2,0,3,1,1,0,,,,,,
4,Chelsea,Willian,22,BRA,AM,90,0,1,0,0,3,0,0,0,0,1,0,12,1,1,0,,,,,,
5,Chelsea,Nemanja Matić,21,SRB,DM,90,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,,,,,,
6,Chelsea,Cesc Fàbregas,4,ESP,DM,45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,
7,Chelsea,John Obi Mikel,12,NGA,MF,45,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,,,,,
8,Chelsea,César Azpilicueta,28,ESP,LB,90,0,0,0,0,1,0,0,0,0,1,0,2,3,1,0,,,,,,
9,Chelsea,John Terry,26,ENG,CB,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,
10,Chelsea,Gary Cahill,24,ENG,CB,90,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,,,,,,
11,Chelsea,Branislav Ivanović,2,SRB,RB,90,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,,,,,,
12,Chelsea,Thibaut Courtois,13,BEL,GK,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,2.0,2.0,1.0,50.0
0,Watford,Troy Deeney,9,ENG,FW,89,1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,,,,,,
1,Watford,Adlène Guedioura,17,ALG,MF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2,Watford,Odion Ighalo,24,NGA,FW,90,1,0,0,0,5,0,0,0,3,1,0,0,2,1,0,,,,,,
3,Watford,José Manuel Jurado,7,ESP,LM,72,0,1,0,0,2,0,0,0,1,1,0,0,3,0,0,,,,,,
4,Watford,Ikechi Anya,21,SCO,"FW,MF",18,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,
5,Watford,Ben Watson,23,ENG,CM,90,0,0,0,0,0,0,0,0,1,0,0,4,4,5,0,,,,,,
6,Watford,Étienne Capoue,29,FRA,CM,90,0,0,0,0,2,1,0,0,1,2,0,1,4,3,0,,,,,,
7,Watford,Almen Abdi,22,SUI,RM,68,0,0,0,0,1,0,0,0,3,0,0,2,4,0,0,,,,,,
8,Watford,Valon Behrami,11,SUI,"DF,MF",22,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,,,,,,
9,Watford,José Holebas,25,GRE,LB,90,0,0,0,0,0,0,1,0,2,0,0,6,1,1,0,,,,,,
10,Watford,Miguel Britos,3,URU,CB,90,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0,,,,,,
11,Watford,Craig Cathcart,15,NIR,CB,90,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,,,,,,
12,Watford,Allan Nyom,2,CMR,RB,90,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,
13,Watford,Heurelho Gomes,1,BRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.0,2.0,0.0,0.0
