,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Chelsea,Radamel Falcao,9,COL,FW,90,0,0,0,0,1,0,1,0,4,1,0,0,0,2,0,,,,,,
1,Chelsea,Eden Hazard,10,BEL,AM,90,0,0,0,0,1,1,0,0,0,4,0,0,2,1,0,,,,,,
2,Chelsea,Oscar,8,BRA,AM,90,0,0,0,0,4,1,0,0,0,2,1,1,1,0,0,,,,,,
3,Chelsea,Willian,22,BRA,AM,63,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,,,,,,
4,Chelsea,Pedro,11,ESP,"FW,MF",27,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,,,,,,
5,Chelsea,Cesc Fàbregas,4,ESP,DM,90,0,0,0,0,1,0,0,0,1,0,0,3,2,1,0,,,,,,
6,Chelsea,Ramires,7,BRA,DM,45,0,0,0,0,0,0,1,0,4,1,0,0,1,1,0,,,,,,
7,Chelsea,Nemanja Matić,21,SRB,MF,27,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,,,,,,
8,Chelsea,Loïc Rémy,18,FRA,FW,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
9,Chelsea,César Azpilicueta,28,ESP,LB,90,0,0,0,0,0,0,0,0,1,1,0,5,5,6,0,,,,,,
10,Chelsea,John Terry,26,ENG,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,,,,,,
11,Chelsea,Gary Cahill,24,ENG,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,,,,
12,Chelsea,Branislav Ivanović,2,SRB,RB,90,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,,,,,,
13,Chelsea,Asmir Begović,1,BIH,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.0,3.0,2.0,40.0
0,Southampton,Graziano Pellè,19,ITA,FW,90,1,1,0,0,1,1,1,0,1,2,0,0,0,1,0,,,,,,
1,Southampton,Dušan Tadić,11,SRB,AM,77,0,0,0,0,2,0,0,0,0,2,1,5,1,1,0,,,,,,
2,Southampton,Jay Rodriguez,9,ENG,"FW,MF",13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,
3,Southampton,Sadio Mané,10,SEN,AM,89,1,1,0,0,4,2,1,0,5,3,1,1,5,0,0,,,,,,
4,Southampton,Maya Yoshida,3,JPN,DF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
5,Southampton,Steven Davis,8,NIR,AM,90,1,0,0,0,2,1,0,0,0,1,0,6,1,4,0,,,,,,
6,Southampton,Victor Wanyama,12,KEN,DM,90,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,,,,,,
7,Southampton,Oriol Romeu,14,ESP,DM,45,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,,,,,
8,Southampton,James Ward-Prowse,16,ENG,MF,45,0,0,0,0,2,0,1,0,1,1,0,2,0,1,0,,,,,,
9,Southampton,Ryan Bertrand,21,ENG,LB,90,0,0,0,0,1,1,1,0,2,2,0,0,1,2,0,,,,,,
10,Southampton,Virgil van Dijk,17,NED,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
11,Southampton,José Fonte,6,POR,CB,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
12,Southampton,Cédric Soares,2,POR,RB,90,0,0,0,0,0,0,0,0,3,1,0,0,4,3,0,,,,,,
13,Southampton,Maarten Stekelenburg,22,NED,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.0,1.0,2.0,66.7
