,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Leicester City,Jamie Vardy,9,ENG,FW,90,2,0,0,0,6,3,0,0,0,0,0,2,4,0,0,,,,,,
1,Leicester City,Shinji Okazaki,20,JPN,FW,45,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,,,,,,
2,Leicester City,Andy King,10,WAL,MF,45,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,,,,
3,Leicester City,Marc Albrighton,11,ENG,LM,63,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,,,,,,
4,Leicester City,Leonardo Ulloa,23,ARG,FW,27,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,
5,Leicester City,Danny Drinkwater,4,ENG,CM,77,0,1,0,0,0,0,1,0,2,1,0,3,2,1,0,,,,,,
6,Leicester City,Andrej Kramarić,19,CRO,"FW,MF",13,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,,,,,
7,Leicester City,N'Golo Kanté,14,FRA,CM,90,0,0,0,0,1,0,0,0,2,1,0,0,2,2,0,,,,,,
8,Leicester City,Riyad Mahrez,26,ALG,RM,90,0,0,0,0,4,1,0,0,0,2,0,9,0,0,0,,,,,,
9,Leicester City,Jeffrey Schlupp,15,GHA,LB,90,0,0,0,0,2,2,0,0,0,2,0,1,3,3,0,,,,,,
10,Leicester City,Wes Morgan,5,JAM,CB,90,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,,,,,,
11,Leicester City,Robert Huth,6,GER,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,,,,,,
12,Leicester City,Ritchie De Laet,2,BEL,RB,90,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,,,,,,
13,Leicester City,Kasper Schmeichel,1,DEN,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,11.0,5.0,6.0,54.5
0,Arsenal,Theo Walcott,14,ENG,FW,79,1,0,0,0,8,4,0,0,0,1,1,1,1,0,0,,,,,,
1,Arsenal,Olivier Giroud,12,FRA,FW,11,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,
2,Arsenal,Alexis Sánchez,7,CHI,AM,90,3,0,0,0,7,3,0,0,3,1,0,1,2,0,0,,,,,,
3,Arsenal,Mesut Özil,11,GER,AM,90,0,1,0,0,3,1,0,0,1,0,0,2,1,0,0,,,,,,
4,Arsenal,Aaron Ramsey,16,WAL,AM,76,0,0,0,0,4,1,0,0,1,1,0,0,2,0,0,,,,,,
5,Arsenal,Alex Oxlade-Chamberlain,15,ENG,MF,14,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,
6,Arsenal,Santi Cazorla,19,ESP,DM,90,0,1,0,0,4,2,0,0,0,1,1,2,3,1,0,,,,,,
7,Arsenal,Mathieu Flamini,20,FRA,DM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
8,Arsenal,Mikel Arteta,8,ESP,MF,70,0,0,0,0,0,0,1,0,4,2,0,0,1,3,0,,,,,,
9,Arsenal,Nacho Monreal,18,ESP,LB,90,0,1,0,0,0,0,0,0,1,0,0,1,2,4,0,,,,,,
10,Arsenal,Laurent Koscielny,6,FRA,CB,90,0,0,0,0,0,0,0,0,1,2,0,1,0,3,0,,,,,,
11,Arsenal,Per Mertesacker,4,GER,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,
12,Arsenal,Héctor Bellerín,24,ESP,RB,90,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,,,,,,
13,Arsenal,Petr Čech,33,CZE,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.0,2.0,5.0,71.4
