,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Watford,Odion Ighalo,24,NGA,FW,90,1,1,0,0,3,2,0,0,0,0,1,0,1,0,0,,,,,,
1,Watford,Troy Deeney,9,ENG,FW,89,0,1,0,0,4,1,0,0,0,2,0,2,3,1,0,,,,,,
2,Watford,Nordin Amrabat,7,MAR,"FW,MF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3,Watford,José Manuel Jurado,7,ESP,LM,76,0,0,0,0,1,0,0,0,1,1,0,2,2,0,0,,,,,,
4,Watford,Almen Abdi,22,SUI,MF,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
5,Watford,Valon Behrami,11,SUI,RM,90,0,0,0,0,0,0,1,0,2,3,0,0,6,9,0,,,,,,
6,Watford,Ben Watson,23,ENG,CM,90,0,0,0,0,0,0,0,0,1,1,0,3,2,2,0,,,,,,
7,Watford,Étienne Capoue,29,FRA,CM,90,0,0,0,0,2,1,0,0,1,2,0,0,5,2,0,,,,,,
8,Watford,Nathan Aké,16,NED,LB,90,0,0,0,0,0,0,0,0,0,2,0,3,2,3,0,,,,,,
9,Watford,Miguel Britos,3,URU,CB,90,0,0,0,0,0,0,1,0,2,1,0,1,2,8,0,,,,,,
10,Watford,Craig Cathcart,15,NIR,CB,90,1,0,0,0,2,1,0,0,1,0,0,0,1,4,0,,,,,,
11,Watford,Juan Carlos Paredes,14,ECU,RB,88,0,0,0,0,1,0,0,0,2,0,0,4,2,2,0,,,,,,
12,Watford,Allan Nyom,2,CMR,"DF,MF",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
13,Watford,Heurelho Gomes,1,BRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.0,1.0,1.0,50.0
0,Newcastle Utd,Aleksandar Mitrović,45,SRB,FW,90,0,0,0,0,3,1,0,0,2,3,0,0,0,0,0,,,,,,
1,Newcastle Utd,Georginio Wijnaldum,5,NED,AM,90,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,,,,,,
2,Newcastle Utd,Moussa Sissoko,7,FRA,DM,90,0,0,0,0,0,0,0,0,5,0,1,3,0,1,0,,,,,,
3,Newcastle Utd,Henri Saivet,23,SEN,DM,58,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,,,,,,
4,Newcastle Utd,Ayoze Pérez,17,ESP,"FW,MF",32,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,,,,,,
5,Newcastle Utd,Jonjo Shelvey,12,ENG,DM,90,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,,,,,,
6,Newcastle Utd,Rolando Aarons,16,ENG,DM,58,0,0,0,0,1,0,0,0,0,2,0,2,2,1,0,,,,,,
7,Newcastle Utd,Yoan Gouffran,11,FRA,"FW,MF",32,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,,,,
8,Newcastle Utd,Daryl Janmaat,22,NED,RB,90,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,,,,,,
9,Newcastle Utd,Chancel Mbemba,18,COD,LB,90,0,0,0,0,1,0,1,0,1,0,0,0,1,5,0,,,,,,
10,Newcastle Utd,Fabricio Coloccini,2,ARG,CB,87,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,,,,,,
11,Newcastle Utd,Emmanuel Rivière,29,FRA,FW,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
12,Newcastle Utd,Jamaal Lascelles,6,ENG,CB,90,1,0,0,0,1,1,0,0,2,1,0,1,1,4,0,,,,,,
13,Newcastle Utd,Rob Elliot,21,IRL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.0,2.0,3.0,60.0
