,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Bournemouth,Joshua King,17,NOR,FW,72,0,0,0,0,4,3,0,0,1,0,2,0,1,0,0,,,,,,
1,Bournemouth,Yann Kermorgant,18,FRA,FW,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
2,Bournemouth,Junior Stanislas,19,ENG,DM,72,0,0,0,0,1,0,0,0,1,1,0,11,1,1,0,,,,,,
3,Bournemouth,Lee Tomlin,24,ENG,"FW,MF",18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
4,Bournemouth,Dan Gosling,4,ENG,DM,90,0,0,0,0,3,1,0,0,0,4,1,0,4,1,0,,,,,,
5,Bournemouth,Harry Arter,8,IRL,AM,78,0,0,0,0,4,0,1,0,1,1,0,0,3,0,0,,,,,,
6,Bournemouth,Tokelo Rantie,9,RSA,FW,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
7,Bournemouth,Matt Ritchie,30,SCO,DM,90,0,0,0,0,5,1,0,0,3,2,0,21,1,0,0,,,,,,
8,Bournemouth,Andrew Surman,6,ENG,DM,90,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,,,,,,
9,Bournemouth,Charlie Daniels,11,ENG,LB,90,0,0,0,0,1,0,0,0,0,1,0,7,2,2,0,,,,,,
10,Bournemouth,Sylvain Distin,25,FRA,CB,90,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,,,,,,
11,Bournemouth,Simon Francis,2,ENG,CB,90,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,,,,,,
12,Bournemouth,Adam Smith,15,ENG,RB,90,0,0,0,0,1,0,1,0,1,0,0,3,1,3,0,,,,,,
13,Bournemouth,Adam Federici,23,AUS,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.0,1.0,0.0,0.0
0,Newcastle Utd,Ayoze Pérez,17,ESP,FW,76,1,0,0,0,1,1,0,0,2,2,0,1,2,2,0,,,,,,
1,Newcastle Utd,Florian Thauvin,20,FRA,"FW,MF",14,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,,,,,,
2,Newcastle Utd,Aleksandar Mitrović,45,SRB,FW,62,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,,,,,,
3,Newcastle Utd,Papiss Cissé,9,SEN,FW,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,
4,Newcastle Utd,Georginio Wijnaldum,5,NED,CM,90,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,,,,,,
5,Newcastle Utd,Cheick Tioté,24,CIV,CM,90,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,,,,,,
6,Newcastle Utd,Vurnon Anita,8,CUW,LM,89,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,,,,,,
7,Newcastle Utd,Kevin Mbabu,43,SUI,DF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
8,Newcastle Utd,Moussa Sissoko,7,FRA,RM,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
9,Newcastle Utd,Paul Dummett,3,WAL,LB,90,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,,,,,,
10,Newcastle Utd,Fabricio Coloccini,2,ARG,CB,90,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,,,,,,
11,Newcastle Utd,Chancel Mbemba,18,COD,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,,,,
12,Newcastle Utd,Daryl Janmaat,22,NED,RB,90,0,0,0,0,0,0,1,0,1,0,0,0,6,1,0,,,,,,
13,Newcastle Utd,Rob Elliot,21,IRL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.0,0.0,5.0,100.0
