,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Everton,Romelu Lukaku,10,BEL,FW,45,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,,,,,,
1,Everton,Arouna Koné,9,CIV,FW,45,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,,,,,,
2,Everton,Tom Cleverley,15,ENG,DM,90,0,1,0,0,2,2,0,0,1,0,0,1,6,0,0,,,,,,
3,Everton,Ross Barkley,20,ENG,AM,90,2,0,2,2,7,3,0,0,1,3,0,3,2,0,0,,,,,,
4,Everton,Aaron Lennon,12,ENG,AM,90,1,0,0,0,3,2,0,0,1,3,0,3,2,0,0,,,,,,
5,Everton,Gareth Barry,18,ENG,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
6,Everton,James McCarthy,16,IRL,AM,90,0,0,0,0,0,0,0,0,1,3,0,0,1,6,0,,,,,,
7,Everton,Bryan Oviedo,8,CRC,LB,90,0,0,0,0,0,0,0,0,1,1,0,3,6,1,0,,,,,,
8,Everton,Ramiro Funes Mori,25,ARG,CB,90,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,,,,,,
9,Everton,Phil Jagielka,6,ENG,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,,,,,,
10,Everton,Séamus Coleman,23,IRL,RB,90,0,0,0,0,0,0,1,0,1,2,0,4,1,1,0,,,,,,
11,Everton,Joel Robles,1,ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.0,0.0,3.0,100.0
0,Newcastle Utd,Ayoze Pérez,17,ESP,FW,90,0,0,0,0,1,1,0,0,3,2,0,0,2,0,0,,,,,,
1,Newcastle Utd,Andros Townsend,25,ENG,AM,90,0,0,0,0,0,0,0,0,1,1,0,5,1,0,0,,,,,,
2,Newcastle Utd,Georginio Wijnaldum,5,NED,AM,90,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,,,,,,
3,Newcastle Utd,Jonjo Shelvey,12,ENG,DM,90,0,0,0,0,2,1,1,0,2,0,0,2,1,3,0,,,,,,
4,Newcastle Utd,Moussa Sissoko,7,FRA,AM,90,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,,,,,,
5,Newcastle Utd,Henri Saivet,23,SEN,DM,54,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,,,,,,
6,Newcastle Utd,Aleksandar Mitrović,45,SRB,FW,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,
7,Newcastle Utd,Paul Dummett,3,WAL,LB,45,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,,,,,,
8,Newcastle Utd,Rolando Aarons,16,ENG,MF,45,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,,,,,,
9,Newcastle Utd,Fabricio Coloccini,2,ARG,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,,,,,,
10,Newcastle Utd,Chancel Mbemba,18,COD,CB,43,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,
11,Newcastle Utd,Jamaal Lascelles,6,ENG,DF,46,0,0,0,0,1,1,1,1,3,1,0,0,0,2,0,,,,,,
12,Newcastle Utd,Daryl Janmaat,22,NED,RB,90,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,,,,,,
13,Newcastle Utd,Rob Elliot,21,IRL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.0,3.0,5.0,83.3
