,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Southampton,Graziano Pellè,19,ITA,FW,90,0,0,0,0,4,0,0,0,2,1,0,1,0,0,0,,,,,,
1,Southampton,Dušan Tadić,11,SRB,AM,90,0,1,0,0,2,1,0,0,0,1,0,7,0,1,0,,,,,,
2,Southampton,Sadio Mané,10,SEN,AM,82,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,,,,,,
3,Southampton,Maya Yoshida,3,JPN,DF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
4,Southampton,Steven Davis,8,NIR,AM,64,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,,,,,,
5,Southampton,James Ward-Prowse,16,ENG,MF,26,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,,,,,,
6,Southampton,Jordy Clasie,4,NED,DM,64,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,,,,,
7,Southampton,Juanmi,20,ESP,"FW,MF",26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,
8,Southampton,Oriol Romeu,14,ESP,DM,90,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,,,,,,
9,Southampton,Ryan Bertrand,21,ENG,LB,90,0,0,0,0,2,0,1,0,2,0,0,10,1,0,0,,,,,,
10,Southampton,Virgil van Dijk,17,NED,CB,90,1,0,0,0,2,2,1,0,1,2,0,0,0,2,0,,,,,,
11,Southampton,José Fonte,6,POR,CB,78,0,0,0,0,0,0,0,1,2,0,0,0,2,5,0,,,,,,
12,Southampton,Cuco Martina,15,CUW,RB,90,0,0,0,0,1,1,0,0,0,0,0,4,2,2,0,,,,,,
13,Southampton,Fraser Forster,1,ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.0,1.0,2.0,66.7
0,Sunderland,Dame N'Doye,10,SEN,RW,58,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,,,,,,
1,Sunderland,Jermain Defoe,18,ENG,FW,32,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,,,,,,
2,Sunderland,Wahbi Khazri,10,TUN,LW,75,0,0,0,0,1,0,1,0,1,1,0,6,1,2,0,,,,,,
3,Sunderland,Seb Larsson,7,SWE,MF,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,
4,Sunderland,Jack Rodwell,8,ENG,AM,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
5,Sunderland,Yann M'Vila,21,FRA,AM,90,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,,,,,,
6,Sunderland,Fabio Borini,9,ITA,FW,90,0,0,0,0,3,1,0,0,1,2,1,3,1,2,0,,,,,,
7,Sunderland,Jan Kirchhoff,27,GER,DM,89,0,0,0,0,1,0,0,0,1,1,0,1,2,5,0,,,,,,
8,Sunderland,John O'Shea,16,IRL,"DF,MF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9,Sunderland,Patrick van Aanholt,3,NED,LB,90,0,0,0,0,2,1,0,0,1,0,0,3,0,0,0,,,,,,
10,Sunderland,Younès Kaboul,15,FRA,CB,90,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,
11,Sunderland,Lamine Koné,23,CIV,CB,90,0,1,0,0,0,0,0,0,1,1,0,1,1,3,0,,,,,,
12,Sunderland,DeAndre Yedlin,24,USA,RB,90,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,
13,Sunderland,Vito Mannone,1,ITA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.0,1.0,4.0,80.0
