,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Arsenal,Olivier Giroud,12,FRA,FW,90,3,0,0,0,4,3,0,0,3,0,0,0,1,0,0,,,,,,
1,Arsenal,Alexis Sánchez,7,CHI,FW,90,0,0,0,0,5,1,0,0,2,1,0,1,0,2,0,,,,,,
2,Arsenal,Mesut Özil,11,GER,LM,87,0,1,0,0,0,0,0,0,1,1,0,7,0,1,0,,,,,,
3,Arsenal,Mikel Arteta,8,ESP,MF,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,
4,Arsenal,Jack Wilshere,10,ENG,CM,68,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,
5,Arsenal,Mohamed Elneny,35,EGY,MF,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,
6,Arsenal,Francis Coquelin,34,FRA,RM,90,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,,,,,,
7,Arsenal,Santi Cazorla,19,ESP,CM,87,0,0,0,0,1,1,0,0,1,1,0,5,3,1,0,,,,,,
8,Arsenal,Joel Campbell,28,CRC,"FW,MF",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9,Arsenal,Nacho Monreal,18,ESP,LB,90,0,1,0,0,0,0,0,0,1,0,0,3,1,4,0,,,,,,
10,Arsenal,Laurent Koscielny,6,FRA,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,,,,,,
11,Arsenal,Gabriel Paulista,5,BRA,CB,90,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,,,,,,
12,Arsenal,Héctor Bellerín,24,ESP,RB,90,0,1,0,0,1,0,0,0,2,0,0,5,3,4,0,,,,,,
13,Arsenal,Petr Čech,33,CZE,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.0,0.0,2.0,100.0
0,Aston Villa,Jordan Ayew,19,GHA,FW,90,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,,,,,
1,Aston Villa,Scott Sinclair,9,ENG,FW,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,,,,
2,Aston Villa,Idrissa Gana Gueye,8,SEN,CM,90,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,,,,,,
3,Aston Villa,Carlos Sánchez,24,COL,CM,90,0,0,0,0,1,0,1,0,1,1,0,0,1,5,0,,,,,,
4,Aston Villa,Ashley Westwood,15,ENG,CM,90,0,0,0,0,1,1,0,0,0,1,0,6,0,2,0,,,,,,
5,Aston Villa,Aly Cissokho,43,FRA,LB,90,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,,,,,,
6,Aston Villa,Kevin Toner,46,IRL,CB,90,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,,,,,,
7,Aston Villa,Joleon Lescott,16,ENG,CB,64,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,,,,,,
8,Aston Villa,Micah Richards,4,ENG,DF,26,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,,,,,,
9,Aston Villa,Leandro Bacuna,7,CUW,FW,90,0,0,0,0,0,0,0,0,1,3,0,3,3,3,0,,,,,,
10,Aston Villa,Jordan Lyden,38,AUS,RB,74,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,
11,Aston Villa,Jack Grealish,40,ENG,"FW,MF",16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,
12,Aston Villa,Mark Bunn,31,ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,8.0,4.0,4.0,50.0
