,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Swansea City,André Ayew,10,GHA,FW,90,2,0,0,0,4,2,0,0,0,3,0,1,1,0,0,,,,,,
1,Swansea City,Jefferson Montero,20,ECU,AM,72,0,0,0,0,3,2,0,0,0,1,1,3,2,1,0,,,,,,
2,Swansea City,Kyle Naughton,26,ENG,DF,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,
3,Swansea City,Gylfi Sigurðsson,23,ISL,AM,90,0,1,0,0,4,2,0,0,1,1,0,6,2,1,0,,,,,,
4,Swansea City,Wayne Routledge,15,ENG,AM,90,0,0,0,0,1,1,0,0,1,3,0,4,3,3,0,,,,,,
5,Swansea City,Leon Britton,7,ENG,DM,89,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,,,,,,
6,Swansea City,Jay Fulton,56,SCO,MF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
7,Swansea City,Jack Cork,24,ENG,DM,90,1,0,0,0,3,2,1,0,2,0,0,2,2,3,0,,,,,,
8,Swansea City,Neil Taylor,3,WAL,LB,90,0,0,0,0,1,0,0,0,1,0,0,2,0,4,0,,,,,,
9,Swansea City,Ashley Williams,6,WAL,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,,,,,,
10,Swansea City,Jordi Amat,2,ESP,CB,90,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,,,,,,
11,Swansea City,Àngel Rangel,22,ESP,RB,90,0,0,0,0,1,0,1,0,2,1,0,2,0,3,0,,,,,,
12,Swansea City,Łukasz Fabiański,1,POL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.0,1.0,2.0,66.7
0,Liverpool,Daniel Sturridge,15,ENG,FW,90,0,0,0,0,4,1,0,0,1,1,0,1,0,1,0,,,,,,
1,Liverpool,Philippe Coutinho,10,BRA,AM,45,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,,,,,,
2,Liverpool,Christian Benteke,9,BEL,FW,45,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,,,,,,
3,Liverpool,Jordon Ibe,33,ENG,DM,79,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,,
4,Liverpool,Cameron Brannagan,32,ENG,MF,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
5,Liverpool,Kevin Stewart,35,JAM,DM,90,0,0,0,0,1,0,0,0,1,2,0,1,5,2,0,,,,,,
6,Liverpool,Pedro Chirivella,68,ESP,DM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
7,Liverpool,Lucas Leiva,21,BRA,MF,45,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,,,,,,
8,Liverpool,Sheyi Ojo,54,ENG,DM,90,0,1,0,0,1,0,0,0,0,3,0,8,3,1,0,,,,,,
9,Liverpool,Brad Smith,44,AUS,LB,75,0,0,0,0,0,0,2,1,3,2,0,2,1,0,0,,,,,,
10,Liverpool,Dejan Lovren,6,CRO,CB,90,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,,,,,,
11,Liverpool,Martin Škrtel,37,SVK,CB,90,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,,,,,,
12,Liverpool,Nathaniel Clyne,2,ENG,RB,90,0,0,0,0,1,0,1,0,1,0,0,1,4,0,0,,,,,,
13,Liverpool,Danny Ward,52,WAL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9.0,3.0,6.0,66.7
