,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Bournemouth,Callum Wilson,13,ENG,FW,75,1,0,0,0,2,1,0,0,1,6,0,0,0,0,0,,,,,,
1,Bournemouth,Glenn Murray,27,ENG,FW,15,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,,,,,,
2,Bournemouth,Lee Tomlin,24,ENG,AM,64,0,0,0,0,1,1,0,0,1,1,0,0,3,0,0,,,,,,
3,Bournemouth,Eunan O'Kane,32,IRL,MF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
4,Bournemouth,Marc Pugh,7,ENG,DM,90,0,0,0,0,5,1,0,0,0,3,0,3,2,0,0,,,,,,
5,Bournemouth,Dan Gosling,4,ENG,DM,90,0,1,0,0,0,0,1,0,2,1,0,0,2,3,0,,,,,,
6,Bournemouth,Andrew Surman,6,ENG,DM,90,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,,,,,,
7,Bournemouth,Matt Ritchie,30,SCO,DM,89,1,0,0,0,3,1,0,0,3,0,1,2,2,2,0,,,,,,
8,Bournemouth,Adam Smith,15,ENG,"DF,MF",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
9,Bournemouth,Charlie Daniels,11,ENG,LB,90,0,0,0,0,0,0,0,0,2,2,0,8,5,1,0,,,,,,
10,Bournemouth,Sylvain Distin,25,FRA,CB,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,
11,Bournemouth,Steve Cook,3,ENG,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,
12,Bournemouth,Simon Francis,2,ENG,RB,90,0,0,0,0,0,0,0,0,1,1,0,4,5,4,0,,,,,,
13,Bournemouth,Artur Boruc,1,POL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.0,0.0,2.0,100.0
0,Sunderland,Jermain Defoe,18,ENG,FW,67,0,0,0,0,1,1,0,0,1,1,3,0,0,0,0,,,,,,
1,Sunderland,Steven Fletcher,26,SCO,FW,23,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,,,,,,
2,Sunderland,Fabio Borini,9,ITA,FW,71,0,0,0,0,3,0,1,0,2,2,0,0,1,1,0,,,,,,
3,Sunderland,Adam Johnson,11,ENG,MF,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
4,Sunderland,Ola Toivonen,20,SWE,CM,90,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,,,,,,
5,Sunderland,Jeremain Lens,17,NED,FW,90,0,0,0,0,1,0,0,0,0,2,1,8,1,1,0,,,,,,
6,Sunderland,Jordi Gómez,14,ESP,CM,45,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,,,,,,
7,Sunderland,Jack Rodwell,8,ENG,"DF,MF",45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
8,Sunderland,Yann M'Vila,21,FRA,CM,90,0,0,0,0,0,0,0,0,2,1,0,1,1,4,0,,,,,,
9,Sunderland,Patrick van Aanholt,3,NED,LB,90,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,,,,,,
10,Sunderland,Younès Kaboul,15,FRA,CB,73,0,0,0,0,1,0,2,1,3,1,0,0,2,4,0,,,,,,
11,Sunderland,Sebastián Coates,22,URU,CB,90,0,0,0,0,0,0,1,0,1,0,0,0,4,4,0,,,,,,
12,Sunderland,Billy Jones,2,ENG,RB,90,0,0,0,0,1,0,1,0,4,2,0,1,3,2,0,,,,,,
13,Sunderland,Costel Pantilimon,1,ROU,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.0,2.0,3.0,60.0
