,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Sunderland,Danny Graham,19,ENG,FW,66,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,,,,
1,Sunderland,Steven Fletcher,26,SCO,FW,24,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,
2,Sunderland,Jermain Defoe,18,ENG,FW,85,1,0,0,0,1,1,0,0,0,0,1,0,1,2,0,,,,,,
3,Sunderland,Duncan Watmore,41,ENG,"FW,MF",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
4,Sunderland,Jack Rodwell,8,ENG,RM,90,0,0,0,0,2,0,0,0,3,2,1,0,6,2,0,,,,,,
5,Sunderland,Yann M'Vila,21,FRA,LM,90,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,,,,,,
6,Sunderland,Jeremain Lens,17,NED,CM,89,0,1,0,0,2,0,1,0,4,3,1,7,1,0,0,,,,,,
7,Sunderland,Seb Larsson,7,SWE,MF,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
8,Sunderland,Lee Cattermole,6,ENG,CM,90,0,0,0,0,0,0,1,0,1,0,0,0,3,3,0,,,,,,
9,Sunderland,Patrick van Aanholt,3,NED,CB,90,0,0,0,0,2,0,1,0,1,1,0,1,2,0,0,,,,,,
10,Sunderland,John O'Shea,16,IRL,RB,90,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,,,,
11,Sunderland,Sebastián Coates,22,URU,CB,90,0,0,0,0,1,0,1,0,2,0,0,0,4,4,0,,,,,,
12,Sunderland,Billy Jones,2,ENG,LB,90,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,,,,,,
13,Sunderland,Costel Pantilimon,1,ROU,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9.0,1.0,8.0,88.9
0,Swansea City,Bafétimbi Gomis,18,FRA,FW,75,1,0,0,0,4,3,0,0,2,1,1,0,0,0,0,,,,,,
1,Swansea City,Éder,17,POR,FW,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2,Swansea City,Jefferson Montero,20,ECU,AM,90,0,0,0,0,2,1,0,0,0,4,1,4,0,0,0,,,,,,
3,Swansea City,Gylfi Sigurðsson,23,ISL,AM,90,0,0,0,0,4,2,1,0,1,0,0,3,0,1,0,,,,,,
4,Swansea City,André Ayew,10,GHA,AM,90,0,0,0,0,6,2,1,0,2,4,0,0,2,0,0,,,,,,
5,Swansea City,Jonjo Shelvey,8,ENG,DM,90,0,0,0,0,3,1,0,0,0,2,0,8,0,3,0,,,,,,
6,Swansea City,Jack Cork,24,ENG,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,,,,,,
7,Swansea City,Neil Taylor,3,WAL,RB,90,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,,,,,,
8,Swansea City,Ashley Williams,6,WAL,LB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,,,,,,
9,Swansea City,Federico Fernández,33,ARG,CB,90,0,0,0,0,1,0,0,0,1,0,0,0,1,5,0,,,,,,
10,Swansea City,Kyle Naughton,26,ENG,CB,90,0,1,0,0,0,0,0,0,1,2,0,4,1,1,0,,,,,,
11,Swansea City,Łukasz Fabiański,1,POL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.0,1.0,1.0,50.0
