,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Bournemouth,Joshua King,17,NOR,FW,64,1,0,0,0,2,1,0,0,1,3,1,2,1,0,0,,,,,,
1,Bournemouth,Glenn Murray,27,ENG,FW,26,0,0,0,0,2,0,0,0,2,1,0,2,1,0,0,,,,,,
2,Bournemouth,Junior Stanislas,19,ENG,LW,90,1,0,0,0,3,2,0,0,1,1,0,5,1,1,0,,,,,,
3,Bournemouth,Dan Gosling,4,ENG,AM,90,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,,,,,,
4,Bournemouth,Harry Arter,8,IRL,AM,85,0,0,0,0,1,0,1,0,0,0,0,0,5,3,0,,,,,,
5,Bournemouth,Eunan O'Kane,32,IRL,MF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
6,Bournemouth,Matt Ritchie,30,SCO,RW,90,0,1,0,0,2,1,0,0,1,2,0,3,1,1,0,,,,,,
7,Bournemouth,Andrew Surman,6,ENG,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
8,Bournemouth,Charlie Daniels,11,ENG,LB,90,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,,,,,,
9,Bournemouth,Steve Cook,3,ENG,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,,,,
10,Bournemouth,Simon Francis,2,ENG,CB,90,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,,,,,,
11,Bournemouth,Adam Smith,15,ENG,RB,90,0,0,0,0,0,0,0,0,4,3,0,3,4,3,0,,,,,,
12,Bournemouth,Artur Boruc,1,POL,GK,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,5.0,1.0,4.0,80.0
0,Manchester Utd,Anthony Martial,11,FRA,FW,90,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,,,,,,
1,Manchester Utd,Memphis Depay,7,NED,AM,90,0,0,0,0,1,1,0,0,1,3,1,4,1,1,0,,,,,,
2,Manchester Utd,Juan Mata,8,ESP,AM,90,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,
3,Manchester Utd,Jesse Lingard,14,ENG,AM,30,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,,,,
4,Manchester Utd,Andreas Pereira,44,BRA,MF,60,0,0,0,0,0,0,1,0,1,1,0,9,0,1,0,,,,,,
5,Manchester Utd,Marouane Fellaini,27,BEL,DM,73,1,0,0,0,5,3,0,0,4,2,0,0,2,0,0,,,,,,
6,Manchester Utd,Nick Powell,22,ENG,"FW,MF",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
7,Manchester Utd,Michael Carrick,16,ENG,DM,90,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,,,,,
8,Manchester Utd,Cameron Borthwick-Jackson,43,ENG,LB,90,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,,,,,,
9,Manchester Utd,Daley Blind,17,NED,CB,90,0,0,0,0,0,0,0,0,1,1,0,4,4,1,0,,,,,,
10,Manchester Utd,Paddy McNair,33,NIR,CB,89,0,0,0,0,2,1,0,0,1,1,0,0,4,1,0,,,,,,
11,Manchester Utd,Phil Jones,4,ENG,"DF,MF",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,
12,Manchester Utd,Guillermo Varela,30,URU,RB,90,0,0,0,0,0,0,0,0,1,1,0,4,3,3,0,,,,,,
13,Manchester Utd,David de Gea,1,ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.0,2.0,3.0,60.0
