,team,Player,Number_player,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%
0,Stoke City,Jonathan Walters,19,IRL,FW,90,0,0,0,0,2,0,0,0,0,1,3,1,0,1,0,,,,,,
1,Stoke City,Marko Arnautović,10,AUT,AM,90,1,0,0,0,2,1,0,0,3,0,0,0,1,0,0,,,,,,
2,Stoke City,Bojan Krkić,27,ESP,AM,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,
3,Stoke City,Geoff Cameron,20,USA,"DF,MF",20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
4,Stoke City,Xherdan Shaqiri,22,SUI,AM,81,0,0,0,0,1,0,0,0,0,2,0,8,0,0,0,,,,,,
5,Stoke City,Mame Biram Diouf,18,SEN,"FW,MF",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6,Stoke City,Charlie Adam,16,SCO,DM,78,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,,,,,,
7,Stoke City,Ibrahim Afellay,14,NED,"FW,MF",12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,
8,Stoke City,Glenn Whelan,6,IRL,DM,90,0,0,0,0,1,0,1,0,1,2,0,0,1,3,0,,,,,,
9,Stoke City,Erik Pieters,3,NED,LB,90,0,0,0,0,0,0,0,0,3,3,0,2,2,3,0,,,,,,
10,Stoke City,Philipp Wollscheid,26,GER,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,,,,,
11,Stoke City,Ryan Shawcross,17,ENG,CB,90,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,,,,,,
12,Stoke City,Glen Johnson,8,ENG,RB,90,0,0,0,0,2,1,1,0,1,0,0,0,0,4,0,,,,,,
13,Stoke City,Jack Butland,1,ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.0,0.0,4.0,100.0
0,Chelsea,Diego Costa,19,ESP,FW,90,0,0,0,0,2,1,0,0,4,3,0,2,0,0,0,,,,,,
1,Chelsea,Eden Hazard,10,BEL,AM,90,0,0,0,0,4,0,0,0,1,2,0,1,1,0,0,,,,,,
2,Chelsea,Willian,22,BRA,AM,90,0,0,0,0,2,0,0,0,0,1,0,10,1,0,0,,,,,,
3,Chelsea,Pedro,11,ESP,AM,69,0,0,0,0,2,0,0,0,1,4,0,3,0,0,0,,,,,,
4,Chelsea,Cesc Fàbregas,4,ESP,"FW,MF",21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
5,Chelsea,Nemanja Matić,21,SRB,DM,90,0,0,0,0,4,1,0,0,0,1,1,1,2,1,0,,,,,,
6,Chelsea,Ramires,7,BRA,DM,76,0,0,0,0,2,1,0,0,2,0,0,1,2,1,0,,,,,,
7,Chelsea,Loïc Rémy,18,FRA,FW,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,
8,Chelsea,Baba Rahman,6,GHA,LB,69,0,0,0,0,0,0,1,0,2,0,0,0,2,3,0,,,,,,
9,Chelsea,Oscar,8,BRA,MF,21,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,,,,,,
10,Chelsea,John Terry,26,ENG,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,
11,Chelsea,Kurt Zouma,5,FRA,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,,,,,,
12,Chelsea,César Azpilicueta,28,ESP,RB,90,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,,,,,,
13,Chelsea,Asmir Begović,1,BIH,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.0,1.0,1.0,50.0
